,X,y,w,ids
136,azidamfenicol,1,1.0,[N+](=NCC(=O)N[C@@H]([C@H](O)C1=CC=C([N+]([O-])=O)C=C1)CO)=[N-]
137,18,1,1.0,C(Cl)Cl
138,2-Methylpentane,1,1.0,CCCC(C)C
139,"""1,1,1-Trifluro-2-chloroethane""",1,1.0,ClCC(F)(F)F
140,Foscarnetsodium,1,1.0,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O
141,Trometamol,0,1.0,NC(CO)(CO)CO
142,Urea,1,1.0,NC(N)=O
143,Azelaicacid,0,1.0,OC(=O)CCCCCCCC(O)=O
144,Bethanechol,0,1.0,[Cl-].CC(C[N+](C)(C)C)OC(N)=O
145,Busulfan,1,1.0,C[S](=O)(=O)OCCCCO[S](C)(=O)=O
146,tybamate,1,1.0,CCCCNC(=O)OCC(C)(CCC)COC(N)=O
147,valproicacid,1,1.0,CCCC(CCC)C(O)=O
148,Hydroxycarbamide,1,1.0,NC(=O)NO
149,BCNU,1,1.0,ClCCNC(=O)N(CCCl)N=O
150,mannitol,0,1.0,OCC(O)C(O)C(O)C(O)CO
151,Sevoflurane,1,1.0,FCOC(C(F)(F)F)C(F)(F)F
152,Mesna,0,1.0,[Na+].[O-][S](=O)(=O)CCS
153,111-trichloroethane,1,1.0,CC(Cl)(Cl)Cl
154,111-trifluoro-2-chloroethane,1,1.0,C(CCl)(F)(F)F
155,2-methylpropanol,1,1.0,CC(C)CO
156,"""2,2-dimethylbutane""",1,1.0,CCC(C)(C)C
157,3-methylhexane,1,1.0,CCCC(C)CC
158,3-methylpentane,1,1.0,CCC(C)CC
159,Butanone,1,1.0,CCC(C)=O
160,Dichloromethane,1,1.0,ClCCl
161,Diethylether,1,1.0,CCOCC
162,Divinylether,1,1.0,C=COC=C
163,Enflurane,1,1.0,FC(F)OC(F)(F)C(F)Cl
164,Ethanol,1,1.0,CCO
165,Fluroxene,1,1.0,FC(F)(F)COC=C
166,Halothane,1,1.0,FC(F)(F)C(Cl)Br
167,Heptane,1,1.0,CCCCCCC
168,Hexane,1,1.0,CCCCCC
169,Isoflurane,1,1.0,FC(F)OC(Cl)C(F)(F)F
170,Methoxyflurane,1,1.0,COC(F)(F)C(Cl)Cl
171,capuride,1,1.0,CCC(C)C(CC)C(=O)NC(N)=O
172,Pentane,1,1.0,CCCCC
173,Propanol,1,1.0,CCCO
174,Propanone,1,1.0,CC(C)=O
175,chloralhydrate,1,1.0,OC(O)C(Cl)(Cl)Cl
176,choline,1,1.0,C[N+](C)(C)CCO
177,Teflurane,1,1.0,FC(Br)C(F)(F)F
178,deanol,1,1.0,CN(C)CCO
179,Trichloroethylene,1,1.0,ClC=C(Cl)Cl
180,Trichloromethane,1,1.0,ClC(Cl)Cl
181,2-propanol,1,1.0,CC(C)O
182,ectylurea,1,1.0,CC\C(=C/C)C(=O)NC(N)=O
183,emylcamate,1,1.0,CCC(C)(CC)OC(N)=O
184,ethchlorvynol,1,1.0,CCC(O)(\C=C\Cl)C#C
185,meprobamate,1,1.0,CCCC(C)(COC(N)=O)COC(N)=O
186,Amifostine,0,1.0,NCCCNCCS[P](O)(O)=O
187,methylpentynol,1,1.0,CCC(C)(O)C#C
188,Disulfiram,1,1.0,CCN(CC)C(=S)SSC(=S)N(CC)CC
189,Ethambutol,0,1.0,CC[C@@H](CO)NCCN[C@@H](CC)CO
190,cryofluorane,1,1.0,ClC(C(F)(F)Cl)(F)F
191,acecarbromal,1,1.0,C(C(C(NC(NC(C)=O)=O)=O)(CC)Br)C
192,aceglutamide,1,1.0,C(C(NC(C)=O)C(O)=O)CC(N)=O
193,amylene-hydrate,1,1.0,C(C(C)(C)O)C
194,bisorcic,1,1.0,[C@H](CCCNC(C)=O)(C(O)=O)NC(C)=O
195,bromisoval,1,1.0,CC(C(C(NC(N)=O)=O)Br)C
196,bromoform,1,1.0,C(Br)(Br)Br
197,butoctamide,1,1.0,C(C(CCCC)CC)NC(CC(C)O)=O
198,chlorhexadol/chloralodol,1,1.0,C(C(OC(C(Cl)(Cl)Cl)O)C)C(C)(C)O
199,chloroform,1,1.0,C(Cl)(Cl)Cl
200,clorethate/cloretate,1,1.0,C(C(Cl)(Cl)Cl)OC(OCC(Cl)(Cl)Cl)=O
201,crotetamide,1,1.0,C(C(N(C(\C=C\C)=O)CC)C(N(C)C)=O)C
202,ethylene(ethene),1,1.0,C(C)Cl
203,ethyl-loflazepate,1,1.0,C=C
204,hopantenic-acid,1,1.0,[C@H](C(NCCCC(O)=O)=O)(C(CO)(C)C)O
205,ibrotamide,1,1.0,C(C(C(C)C)(C(N)=O)Br)C
206,mebutamate,1,1.0,C(C(C(CC)C)(COC(N)=O)C)OC(N)=O
207,mecloralurea,1,1.0,CNC(NC(C(Cl)(Cl)Cl)O)=O
208,milacemide,1,1.0,C(NCC(N)=O)CCCC
209,nisobamate,1,1.0,C(C(COC(N)=O)(C(CC)C)C)OC(NC(C)C)=O
210,norflurane,1,1.0,C(C(F)(F)F)F
211,octamoxin,1,1.0,C(C(NN)C)CCCCC
212,pentabamate,1,1.0,CC(C(C(OC(N)=O)C)C)OC(N)=O
213,petrichloral,1,1.0,C(C(COC(C(Cl)(Cl)Cl)O)(COC(C(Cl)(Cl)Cl)O)COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O
214,pivagabine,1,1.0,C(NC(C(C)(C)C)=O)CCC(O)=O
215,pregabalin,1,1.0,[C@@H](CC(=O)O)(CC(C)C)CN
216,propanidid,1,1.0,[CH2-][CH-]C
217,sulfonmethane,1,1.0,C([S](C(C)(C)[S](=O)(=O)CC)(=O)=O)C
218,tribromoethanol,1,1.0,BrCC(O)(Br)Br
219,triclofos,1,1.0,O=[P](O)(OCC(Cl)(Cl)Cl)O
220,urethane,1,1.0,NC(=O)OCC
221,valdipromide,1,1.0,C(C(C(N)=O)(CCC)CCC)CC
222,valproatepivoxil,1,1.0,C(C(C(OCOC(C(C)(C)C)=O)=O)CCC)CC
223,vigabatrin,1,1.0,C(C(C=C)N)CC(O)=O
224,vinyl-ether,1,1.0,C(=C)OC=C
225,carbocloral,1,1.0,C(OC(NC(C(Cl)(Cl)Cl)O)=O)C
226,carbromal,1,1.0,C(C(C(NC(N)=O)=O)(CC)Br)C
227,chlorobutanol,1,1.0,ClC(CCC)O
228,cropropamide,1,1.0,C(C(N(C(\C=C\C)=O)CCC)C(N(C)C)=O)C
229,desflurane,1,1.0,O(C(C(F)(F)F)F)C(F)F
230,roflurane,1,1.0,COC(C(F)Br)(F)F
231,sulfonethylmethane,1,1.0,C(C([S](CC)(=O)=O)([S](CC)(=O)=O)C)C
232,valdetamide,1,1.0,C(C(C(N)=O)(CC)CC)C=C
233,valnoctamide,1,1.0,C(C(C(CC)C)C(N)=O)C
234,valpromide,1,1.0,C(C(CCC)C(N)=O)CC
235,nitrous-oxide,1,1.0,[N+](=[N-])=O
236,Betamethasone,0,1.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
237,Methylprednisolone,0,1.0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14
238,prednisolone,0,1.0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
239,Triamcinolone,0,1.0,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
240,alclometasone-dipropionate,1,1.0,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)C[C@H]2Cl)C)[C@H](C3)O)C[C@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O
241,amelometasone,1,1.0,[C@H]12[C@@]([C@](OC(=O)CC)([C@H](C1)C)C(=O)COC)(C[C@H](O)[C@@]3(F)[C@H]2CCC4=CC(=O)C=C[C@]34C)C
242,beclomethasone/beclometasone,1,1.0,[C@]23([C@H]([C@H]1[C@]([C@](C(CO)=O)(O)[C@H](C1)C)(C)C[C@@H]2O)CCC4=CC(=O)C=C[C@]34C)Cl
243,betamethasone-benzoate,1,1.0,[C@]14([C@@]([C@@H](C)C[C@H]1[C@H]3[C@]([C@@]2(C(=CC(=O)C=C2)CC3)C)(F)[C@H](C4)O)(OC(CCCC)=O)C(CO)=O)C
244,clocortolone,1,1.0,[C@@]24(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)CO)(CC4O)C)C
245,clocortolone-acetate,1,1.0,[C@H]2(C1=CC(C=C[C@@]1(C4([C@@H](C2)[C@@H]3C[C@H]([C@H](C(COC(=O)C)=O)[C@@]3(C)C[C@@H]4O)C)Cl)C)=O)F
246,clocortolone-pivalate,1,1.0,[C@@]24(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)COC(=O)C(C)(C)C)(CC4O)C)C
247,cloticasone(cloticasone-propionate),1,1.0,[C@]34([C@H](C2[C@@](F)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](O)C3)C[C@H]([C@]4(OC(=O)CC)C(SCCl)=O)C)C
248,cormetasone,1,1.0,CC1CC2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
249,deprodone,1,1.0,CC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C
250,descinolone(descinolone-acetonide),1,1.0,[C@H]34[C@H]2[C@@](F)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C
251,desoximetasone,1,1.0,[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@H]4C(CO)=O)C)O)F
252,dichlorisone,1,1.0,[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C
253,dichlorisone-acetate,1,1.0,[C@@]23(Cl)C(C1C([C@](O)(CC1)C(=O)COC(=O)C)(CC2Cl)C)CCC4=CC(=O)C=CC34C
254,diflucortolone,1,1.0,[C@@]24(F)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C3C(C([C@@H](C3)C)C(=O)CO)(CC4O)C)C
255,diflucortolone-pivalate,1,1.0,[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)([C@H](C[C@]4([C@H]3C[C@@H](C)[C@@H]4C(COC(C(C)(C)C)=O)=O)C)O)F
256,endrysone(endrisone),1,1.0,CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34
257,fluocortin,1,1.0,CCCCOC(=O)C(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C
258,fluocortolone-caproate,1,1.0,CCCCCC(=O)OCC(=O)C3C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2C(O)CC34C
259,fluorometholone-acetate,1,1.0,[C@]23([C@H]([C@H]1[C@]([C@@](OC(C)=O)(C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)C=C[C@]34C)F
260,fluticasone,1,1.0,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)SCF
261,fluticasone-propionate,1,1.0,[C@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4C)C)(OC(CC)=O)C(SCF)=O
262,halocortolone,1,1.0,[C@H]23C(Cl)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](F)C[C@]4([C@H]3C[C@H]([C@@H]4C(=O)CO)C)C
263,halopredone(halopredone-acetate),1,1.0,[C@]34([C@H]([C@H]2C([C@@]1(C(=CC(C(=C1)Br)=O)[C@@H](C2)F)C)([C@H](C3)O)F)CCC4(C(=O)CO)O)C
264,isoflupredone,1,1.0,C(C(C1(CCC2C4C(C(CC12C)O)(F)C3(C=CC(C=C3CC4)=O)C)O)=O)O
265,isoflupredone-acetate,1,1.0,[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C(COC(C)=O)=O)O)C)O)F
266,loteprednol(loteprednol-etabonate),1,1.0,CCOC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)OCCl
267,meclorisone(meclorisone-dibutyrate),1,1.0,[C@@]23(Cl)C(C1C([C@](O)([C@@H](C1)C)C(=O)CO)(CC2Cl)C)CCC4=CC(=O)C=CC34C
268,methylprednisolone21hemisuccinate(methylprednisolone-hemisuccinate),1,1.0,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)C)C)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CC)=O
269,mometasone(mometasone-furoate),1,1.0,[C@H]34[C@H]2[C@@](Cl)([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](O)([C@@H](C4)C)C(=O)CCl)C
270,paramethasone-acetate,1,1.0,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)[C@H](C3)O)C[C@H]([C@@]4(C(COC(C)=O)=O)O)C)C
271,prednicarbate,1,1.0,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CC4)C)(C(COC(CC)=O)=O)OC(OCC)=O
272,prednisolamate,1,1.0,C(C(C4(C3(C(C2C(C1(C(=CC(=O)C=C1)CC2)C)C(C3)O)CC4)C)O)=O)OC(CN(CC)CC)=O
273,prednisolone-steaglate,1,1.0,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@@H](O)C[C@@]3([C@](C(COC(COC(CCCCCCCCCCCCCCCCC)=O)=O)=O)(O)CC4)C
274,prednisolone-tebutate,1,1.0,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CC[C@@]4(C(COC(CC(C)(C)C)=O)=O)O)C
275,rimexolone,1,1.0,[C@H]12[C@@]([C@](C(CC)=O)(C)[C@@H](C1)C)(C[C@H](O)[C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)C
276,timobesone-acetate,1,1.0,[C@H]12[C@@](C(OC(=O)C)([C@H](C1)C)C(SC)=O)(C[C@H](O)C3(F)[C@H]2CCC4=CC(=O)C=C[C@]34C)C
277,tipredane,1,1.0,[C@]23([C@H]([C@H]1[C@]([C@@](SCC)(SC)CC1)(C)C[C@@H]2O)CCC4=CC(=O)C=C[C@]34C)F
278,alclometasone,1,1.0,[C@H]24[C@H]1[C@@]([C@](O)([C@@H](C1)C)C(=O)CO)(C[C@H](O)[C@@H]2[C@@]3(C(=CC(=O)C=C3)C[C@H]4Cl)C)C
279,beclomethasonedipropionate(beclometasone-dipropionate),1,1.0,[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(Cl)[C@H](C3)O)C[C@@H]4C)C)(C(COC(CC)=O)=O)OC(CC)=O
