,X,y,w,ids
38,Malonic acid diethylester,-0.82,1.0,CCOC(=O)CC(=O)OCC
39,trans-2-Pentene ,-2.54,1.0,CC/C=C/C
40,Trichloroethylene,-1.96,1.0,ClC=C(Cl)Cl
41,Methanol,1.57,1.0,CO
42,2-Butanone,0.52,1.0,CCC(=O)C
43,1-Hexanol,-1.24,1.0,CCCCCCO
44,1-Chloropentane,-2.73,1.0,CCCCCCl
45,"1,3-Butadiene",-1.87,1.0,C=CC=C
46,Propyl acetate,-0.72,1.0,CCCOC(=O)C
47,chloroacetamide,-0.02,1.0,NC(=O)CCl 
48,Caproaldehyde,-1.3,1.0,CCCCCC=O
49,Nerol,-2.46,1.0,CC(C)=CCC/C(C)=C\CO
50,Nitroethane,-0.22,1.0,CCN(=O)=O
51,Meprobamate,-1.807,1.0,CCCC(C)(COC(N)=O)COC(N)=O 
52,Iodomethane,-1.0,1.0,CI
53,5-Nonanone,-2.58,1.0,CCCCC(=O)CCCC
54,3-Methylpentane,-3.68,1.0,CCC(C)CC
55,Chloroacetonitrile,-0.092,1.0,ClCC#N
56,Ethyl nonanoate,-3.8,1.0,CCCCCCCCC(=O)OCC
57,2-Chlorobutane,-1.96,1.0,CCC(C)Cl
58,1-Hexyne ,-2.36,1.0,CCCCC#C
59,1-Nonyne ,-4.24,1.0,CCCCCCCC#C
60,Diisopropyl ether ,-1.1,1.0,CC(C)OC(C)C
61,Methyl hydrazine,1.34,1.0,CNN
62,Propyne,-0.41,1.0,CC#C
63,Propetamphos,-3.408,1.0,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C
64,Acrolein,0.57,1.0,C=CC=O
65,1-Chloropropane,-1.47,1.0,CCCCl
66,Ethyl acetate,-0.04,1.0,CCOC(=O)C
67,"2,2-Dimethylpentane",-4.36,1.0,CCCC(C)(C)C
68,dibutyl sebacate,-3.896,1.0,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
69,"2-Methyl-1,3-Butadiene ",-2.03,1.0,CC(=C)C=C
70,linalool,-1.99,1.0,CC(C)=CCCC(O)(C)C=C
71,mannitol,0.06,1.0,OCC(O)C(O)C(O)C(O)CO 
72,4-Heptanone,-1.3,1.0,CCCC(=O)CCC
73,"3,3-Dimethyl-2-butanone",-0.72,1.0,CC(=O)C(C)(C)C
74,Trichloroacetonitrile,-2.168,1.0,ClC(Cl)(Cl)C#N
75,2-Decanone,-3.3,1.0,CCCCCCCCC(=O)C
76,Dimethyl sulfide,-0.45,1.0,CSC
77,O-Ethyl carbamate,0.85,1.0,CCOC(=O)N
78,"2,4-Dimethyl-3-pentanol",-1.22,1.0,CC(C)C(O)C(C)C
79,1-Bromobutane,-2.37,1.0,CCCCBr
80,4-Methyl-2-pentanone,-0.74,1.0,CC(C)CC(=O)C
81,Sorbitol,1.09,1.0,OCC(O)C(O)C(O)C(O)CO
82,Ethanethiol,-0.6,1.0,CCS
83,"1,1,2-Trichloroethane",-1.48,1.0,ClCC(Cl)Cl
84,1-Chloroheptane,-4.0,1.0,CCCCCCCCl
85,"1,1,2,2-Tetrachloroethane",-1.74,1.0,ClC(Cl)C(Cl)Cl
86,Dimecron,0.523,1.0,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl
87,1-Chlorohexane,-3.12,1.0,CCCCCCCl
88,hexacosane,-8.334,1.0,CCCCCCCCCCCCCCCCCCCCCCCCCC
89,"1,1-Dichloroethane",-1.29,1.0,CC(Cl)Cl
90,Tetrachloromethane,-2.31,1.0,ClC(Cl)(Cl)Cl
91,Methyl t-butyl ether ,-0.24,1.0,COC(C)(C)C
92,1-Hexadecanol,-7.0,1.0,CCCCCCCCCCCCCCCCO
93,"2,2-Dimethyl-1-butanol",-1.04,1.0,CCC(C)(C)CO
94,Ethyl pentanoate,-1.75,1.0,CCCOC(=O)CCC
95,Propyl formate,-0.49,1.0,CCCOC=O
96,"2,4-Dimethylpentane",-4.26,1.0,CC(C)CC(C)C
97,Ethyl decanoate,-4.1,1.0,CCCCCCCCCC(=O)OCC
98,Ethyl propyl ether,-0.66,1.0,CCCOCC
99,2-Propanol,0.43,1.0,CC(C)O
100,Chlorodibromethane,-1.9,1.0,ClC(Br)Br
101,Malathion,-3.37,1.0,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
102,t-Crotonaldehyde,0.32,1.0,C/C=C/C=O
103,Methyl hexanoate,-1.87,1.0,CCCCCC(=O)OC
104,Methyl propionate,-0.14,1.0,CCC(=O)OC
105,Propyl butyrate,-1.92,1.0,CCCC(=O)OC
106,Ethyl hexanoate,-2.35,1.0,CCCCCC(=O)OCC
107,1-Octene ,-4.44,1.0,CCCCCCC=C
108,3-Hexanol,-0.8,1.0,CCCC(O)CC
109,2-Nonanol,-2.74,1.0,CCCCCCCC(C)O
110,3-Hexanone,-0.83,1.0,CCCC(=O)CC
111,Bromochloromethane,-0.89,1.0,ClCBr
112,Disulfiram,-4.86,1.0,CCN(CC)C(=S)SSC(=S)N(CC)CC
113,1-Octanol,-2.39,1.0,CCCCCCCCO
114,Diethyl sulfide,-1.34,1.0,CCSCC
115,"1,2-Dichloroethane",-1.06,1.0,ClCCCl
116,2-Chloro-2-methylbutane,-2.51,1.0,CCC(C)(C)Cl
117,1-Chloro-2-bromoethane,-1.32,1.0,ClCCBr
118,1-Nonene ,-5.05,1.0,CCCCCCCC=C
119,3-Methyl-3-pentanol,-0.36,1.0,CCC(C)(O)CC
120,2-Hexanol,-0.89,1.0,CCCCC(C)O
121,1-Pentanol,-0.6,1.0,CCCCCO
122,3-chloropropionitrile,-0.29,1.0,ClCCC#N 
123,3-Methyl-2-butanol,-0.18,1.0,CC(C)C(C)O
124,Methyl decanoate,-4.69,1.0,CCCCCCCCCC(=O)OC
125,1-Bromo-2-methylpropane,-2.43,1.0,CC(C)CBr
126,Iodoethane,-1.6,1.0,CCI
127,1-Bromohexane,-3.81,1.0,CCCCCCBr
128,2-Methylpentane,-3.74,1.0,CCCC(C)C
129,Tribromomethane,-1.91,1.0,BrC(Br)Br
130,Trichlorfon,-0.22,1.0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
131,2-Bromopropane,-1.59,1.0,CC(C)Br
132,"2,2,4-Trimethylpentane",-4.74,1.0,CC(C)CC(C)(C)C
133,Propane,-1.94,1.0,CCC
134,Ethyl vinyl ether,-0.85,1.0,CCOC=C
135,1-Butyne,-1.24,1.0,CCC#C
136,3-Methyl-3-heptanol,-1.6,1.0,CCCCC(C)(O)CC
137,Acetonitrile,0.26,1.0,CC#N
138,"1,1,1,2-Tetrachloroethane",-2.18,1.0,ClCC(Cl)(Cl)Cl
139,1-Butanol,0.0,1.0,CCCCO
140,3-Methylbutan-1-ol,-0.51,1.0,CC(C)CCO
141,2-Methylpropene,-2.33,1.0,CC(=C)C
142,"2,3-Dimethyl-1,3-Butadiene",-2.4,1.0,CC(=C)C(=C)C
143,1-Iodopropane,-2.29,1.0,CCCI
144,1-Propanol,0.62,1.0,CCCO
145,2-Pentanol,-0.29,1.0,CCCC(C)O
146,"Hexachloro-1,3-butadiene",-4.92,1.0,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
147,3-Methyl-2-pentanol,-0.71,1.0,CCC(C)CCO
148,1-Iodobutane,-2.96,1.0,CCCCI
149,Ethyl octanoate,-3.39,1.0,CCCCCCCC(=O)OCC
150,Diethyldisulfide,-2.42,1.0,CCSSCC
151,"1,2-Diethoxyethane ",-0.77,1.0,CCOCCOCC
152,1-Heptene,-3.73,1.0,CCCCCC=C
153,Pebulate,-3.53,1.0,CCCCN(CC)C(=O)SCCC
154,Butyl acetate,-1.37,1.0,CCCCOC=O
155,Bromodichloromethane,-1.54,1.0,BrC(Cl)Cl
156,Bromomethane,-0.79,1.0,CBr
157,3-Methyl-1-Butene,-2.73,1.0,CC(C)C=C
158,Ethane,-1.36,1.0,CC
159,Acetamide,1.58,1.0,CC(=O)N
160,"3,3-Dimethyl-2-butanol",-0.62,1.0,CC(O)C(C)(C)C
161,Methyl pentanoate,-1.36,1.0,CCCC(=O)OCC
162,1-Nonanol,-3.01,1.0,CCCCCCCCCO
163,Dibromomethane,-1.17,1.0,BrCBr
164,Butylate,-3.68,1.0,CCSC(=O)N(CC(C)C)CC(C)C
165,nitroglycerin,-2.22,1.0,O=N(=O)OCC(CON(=O)=O)ON(=O)=O 
166,1-Chlorobutane,-2.03,1.0,CCCCCl
167,"1,3-diethylthiourea",-1.46,1.0,CCNC(=S)NCC
168,Propyl propanoate,-1.34,1.0,CCCCC(=O)OC
169,Ethyl butyrate,-1.28,1.0,CCCCCOC(=O)CC
170,Bromoethane,-1.09,1.0,CCBr
171,3-Hexyne,-1.99,1.0,CCC#CCC
172,2-Methyl-1-Butene,-2.73,1.0,CCC(=C)C
173,"1,1-Diethoxyethane ",-0.43,1.0,CCOC(C)OCC
174,2-Butoxyethanol,-0.42,1.0,CCCCOCCO
175,"1,3-Dichloropropane",-1.62,1.0,ClCCCCl
176,"2,3-Dimethylbutane",-3.65,1.0,CC(C)C(C)C
177,1-Butene,-1.94,1.0,CCC=C
178,"1,1,2-Trichlorotrifluoroethane",-3.04,1.0,FC(F)(Cl)C(F)(Cl)Cl
179,Propionitrile,0.28,1.0,CCC#N
180,Glycerol,1.12,1.0,OCC(O)CO
181,Methyl butyl ether ,-0.99,1.0,CCCCOC
182,"N,N-Dimethylacetamide",1.11,1.0,CN(C)C(=O)C
183,Ethylene,-0.4,1.0,C=C
184,"3,3-Dimethyl-1-butanol",-0.5,1.0,CC(C)(C)CCO
185,Diisopropylsulfide,-2.24,1.0,CC(C)SC(C)C
186,Ethion,-5.54,1.0,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
187,"2,2-Dimethylpentanol",-1.52,1.0,CCCC(C)(C)CO
188,Methyl propyl ether ,-0.39,1.0,CCCOC
189,Isopropyl acetate,-0.55,1.0,CC(C)OC(=O)C
190,Chloroethylene,-1.75,1.0,ClC=C
191,Tetrabromomethane,-3.14,1.0,BrC(Br)(Br)Br
192,Nonane,-5.88,1.0,CCCCCCCCC
193,2-Methylheptane,-5.08,1.0,CCCCCC(C)C
194,2-Methyl-3-pentanol,-0.7,1.0,CCC(O)C(C)C
195,Heptane,-4.53,1.0,CCCCCCC
196,2-Heptanone,-1.45,1.0,CCCCCC(=O)C
197,Acephate,0.54,1.0,COP(=O)(NC(C)=O)SC 
198,DEF,-5.14,1.0,CCCCSP(=O)(SCCCC)SCCCC
199,2-Methy-2-Butene,-2.56,1.0,CC=C(C)C
200,3-Methyl-3-hexanol,-0.98,1.0,CCCC(C)(O)CC
201,Octane,-5.24,1.0,CCCCCCCC
202,Propionaldehyde,0.58,1.0,CCC=O
203,Trichloromethane,-1.17,1.0,ClC(Cl)Cl
204,2-Ethylhexanal,-2.13,1.0,CCCCC(CC)C=O
205,2-Ethylbutanal,-1.52,1.0,CCC(CC)C=O
206,Dipropyl ether,-1.62,1.0,CCCOCCC
207,1-Tetradecanol,-5.84,1.0,CCCCCCCCCCCCCCO
208,Urea,0.96,1.0,NC(=O)N
209,1-Pentyne,-1.64,1.0,CCCC#C
210,1-Octadecanol,-8.4,1.0,CCCCCCCCCCCCCCCCCCO
211,Isopentyl formate,-1.52,1.0,CC(C)CCOC=O
212,Triethyl phosphate,0.43,1.0,CCOP(=O)(OCC)OCC
213,2-Nitropropane,-0.62,1.0,CC(C)N(=O)=O
214,Erythritol,0.7,1.0,OCC(O)C(O)CO
215,Azodrin,0.651,1.0,CNC(=O)C=C(C)OP(=O)(OC)OC
216,"2,3-Dimethylpentane",-4.28,1.0,CCC(C)C(C)C
217,1-Heptyne,-3.01,1.0,CCCCCC#C
218,1-Chloro-2-methylpropane,-2.0,1.0,ClCC(C)C
219,methyl laurate,-4.69,1.0,CCCCCCCCCCCC(=O)OC
220,Di-n-propylsulfide,-2.58,1.0,CCCSCCC
221,1-Bromopentane,-3.08,1.0,CCCCCBr
222,trans-2-Heptene ,-3.82,1.0,CCCC/C=C/C
223,"1,1,1-Trichloroethane",-2.0,1.0,CC(Cl)(Cl)Cl
224,Diethyl ether ,-0.09,1.0,CCOCC
225,Dimethoxymethane,0.48,1.0,COCOC
226,Butan-2-ol,0.47,1.0,CCC(C)O
227,allicin,-0.83,1.0,C=CCS(=O)SCC=C
228,Isobutyl formate,-1.01,1.0,CC(C)COC=O
229,Hexane ,-3.84,1.0,CCCCCC
230,Naled,-2.28,1.0,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
231,"2,4-Dimethyl-2-pentanol ",-0.92,1.0,CC(C)CC(C)(C)O
232,"2,2-Dimethylbutane",-3.55,1.0,CCC(C)(C)C
233,"1,4-Pentadiene ",-2.09,1.0,C=CCC=C
234,3-Octanol,-1.98,1.0,CCCCCC(O)CC
235,2-Methylpentanol,-1.11,1.0,CCCC(C)CO
236,2-Methyl-2-hexanol,-1.08,1.0,CCCCC(C)(C)O
237,Methoprene,-5.19,1.0,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
238,Ethyl propionate,-0.66,1.0,CCOC(=O)CC
239,2-cyanoguanidine,-0.31,1.0,NC(N)=NC#N 
240,Chloropicrin,-2.0,1.0,ClC(Cl)(Cl)N(=O)=O
241,Ethyl heptanoate,-2.74,1.0,CCCCCCC(=O)OCC
242,Methyl acetate,0.46,1.0,COC(=O)C
243,1-Hexene-3-ol,-0.59,1.0,CCCC(O)C=C
244,Dibutyl ether ,-1.85,1.0,CCCCOCCCC
245,1-Dodecanol,-4.8,1.0,CCCCCCCCCCCCO
246,2-Methyl-2-pentanol,-0.49,1.0,CCCC(C)(C)O
247,2-Methyl-2-heptanol,-1.72,1.0,CCCCCC(C)(C)O
248,Methane,-0.9,1.0,C
249,3-Methyl-2-pentanone,-0.67,1.0,CCC(C)C(=O)C
250,Nitromethane,0.26,1.0,CN(=O)=O
251,Triallate,-4.88,1.0,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
252,"1,5-Hexadiene ",-2.68,1.0,C=CCCC=C
253,1-Hexene,-3.23,1.0,CCCCC=C
254,2-Nonanone,-2.58,1.0,CCCCCCCC(=O)C
255,Ethyne,0.29,1.0,C#C
256,Mecarbam,-2.518,1.0,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
257,"1,2-Dichloropropane",-1.6,1.0,CC(Cl)CCl
258,2-Ethyl-2-hexanal,-2.46,1.0,CCCC=C(CC)C=O
259,Disulfoton,-4.23,1.0,CCOP(=S)(OCC)SCCSCC
260,1-Pentadecanol,-6.35,1.0,CCCCCCCCCCCCCCCO
261,2-Iodopropane,-2.09,1.0,CC(C)I
262,3-Methyl-2-butanone,-0.12,1.0,CC(C)C(=O)C
263,Hexadecane,-8.4,1.0,CCCCCCCCCCCCCCCC
264,2-Octanone,-2.05,1.0,CCCCCCC(=O)C
265,Methyl nonanoate,-3.38,1.0,CCCCCCCCC(=O)OC
266,Ethanol,1.1,1.0,CCO
267,1-Bromooctane,-5.06,1.0,CCCCCCCCBr
268,3-Pentanol,-0.24,1.0,CCC(O)CC
269,4-Methylpentanol,-1.14,1.0,CC(C)CCCO
270,2-Methylbutan-2-ol,0.15,1.0,CCC(C)(C)O
271,Ethyl formate,0.15,1.0,CCOC=O
272,Butanethiol ,-2.18,1.0,CCCCS
273,Tetrachloroethylene,-2.54,1.0,ClC(=C(Cl)Cl)Cl
274,3-Pentanone,-0.28,1.0,CCC(=O)CC
275,Acrylonitrile,0.15,1.0,C=CC#N
276,2-Hexanone,-0.8,1.0,CCCCC(=O)C
277,3-Methylheptane,-5.16,1.0,CCCCC(C)CC
278,"1,2-Dibromoethane",-1.68,1.0,BrCCBr
279,Methyl acrylate,-0.22,1.0,COC(=O)C=C
280,3-Ethyl-3-pentanol,-0.85,1.0,CCC(O)(CC)CC
281,"2,4-Dimethyl-3-pentanone",-1.3,1.0,CC(C)C(=O)C(C)C
282,Dimethyldisulfide,-1.44,1.0,CSSC
283,3-Heptanol ,-1.47,1.0,CCCCC(O)CC
284,2-Ethyl-1-hexanol,-2.11,1.0,CCCCC(CC)CO
285,Diallate,-4.286,1.0,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl
286,Thiram,-3.9,1.0,CN(C)C(=S)SSC(=S)N(C)C 
287,1-Decanol,-3.63,1.0,CCCCCCCCCCO
288,"3,3-Dimethylpentane",-4.23,1.0,CCC(C)(C)CC
289,vamidothion,1.144,1.0,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
290,Butyraldehyde,-0.01,1.0,CCCC=O
291,Butane,-2.57,1.0,CCCC
292,Pentachloroethane,-2.6,1.0,ClC(Cl)C(Cl)(Cl)Cl
293,2-Methylpropan-1-ol,0.1,1.0,CC(C)CO
294,Diiodomethane,-2.34,1.0,ICI
295,4-Heptanol,-1.4,1.0,CCCC(O)CCC
296,Pentyl acetate,-1.89,1.0,CCCCCOC(=O)C
297,"1,2-Dichlorotetrafluoroethane",-2.74,1.0,FC(F)(Cl)C(F)(F)Cl
298,2-butenal,0.32,1.0,CC=CC=O
299,tetramethylurea,0.94,1.0,CN(C)C(=O)N(C)C 
300,Sulfallate,-3.39,1.0,CCN(CC)C(=S)SCC(Cl)=C
301,Chloroethane,-1.06,1.0,ClCC
302,cis-2-Pentene,-2.54,1.0,CC/C=C\C
303,thiofanox,-1.62,1.0,CNC(=O)ON=C(CSC)C(C)(C)C 
304,Eicosane,-8.172,1.0,CCCCCCCCCCCCCCCCCCCC
305,2-Ethyl-1-butanol,-1.17,1.0,CCC(CC)CO
306,"cis 1,2-Dichloroethylene",-1.3,1.0,Cl\C=C/Cl
307,4-Methyl-2-pentanol,-0.8,1.0,CC(C)CC(C)O
308,"2,2-Dimethylpropanol",-0.4,1.0,CC(C)(C)CO
309,Propylene,-1.08,1.0,CC=C
310,2-Octanol,-2.09,1.0,CCCCCCC(C)O
311,Isobutyl acetate,-1.21,1.0,CC(C)COC(=O)C
312,"2,2,3-Trimethylbutane",-4.36,1.0,CC(C)C(C)(C)C
313,halothane,-1.71,1.0,FC(F)(F)C(Cl)Br 
314,Oxamyl,0.106,1.0,CNC(=O)ON=C(SC)C(=O)N(C)C
315,Thiometon,-3.091,1.0,CCSCCSP(=S)(OC)OC
316,2-Methylbutane,-3.18,1.0,CCC(C)C
317,Benzonitrile,-1.0,1.0,N#Cc1ccccc1
318,Phenacetin,-2.35,1.0,CCOc1ccc(NC(=O)C)cc1
319,Dinitramine,-5.47,1.0,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O
320,"1,4-Diethylbenzene ",-3.75,1.0,CCc1ccc(CC)cc1
321,Fenothiocarb,-3.927,1.0,CN(C)C(=O)SCCCCOc1ccccc1
322,p-Bromoacetanilide,-3.083,1.0,CC(=O)Nc1ccc(Br)cc1
323,2-Methylphenol,-0.62,1.0,Cc1ccccc1O
324,p-Aminophenol,-0.8,1.0,Nc1ccc(O)cc1
325,p-Xylene ,-2.77,1.0,Cc1ccc(C)cc1
326,"1,2-Diethylbenzene",-3.28,1.0,CCc1ccccc1CC
327,"2,3-Dichloronitrobenzene",-3.48,1.0,O=N(=O)c1c(Cl)c(Cl)ccc1
328,Chlorothalonil,-5.64,1.0,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1
329,Isopropylbenzene ,-3.27,1.0,CC(C)c1ccccc1
330,o-Nitrophenol,-1.74,1.0,Oc1ccccc1N(=O)=O
331,Ioxynil,-3.61,1.0,Oc1c(I)cc(C#N)cc1I
332,Phenol,0.0,1.0,c1ccccc1O
333,Anilofos,-4.432,1.0,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1
334,Hexylbenzene ,-5.21,1.0,CCCCCCc1ccccc1
335,Pentachlorobenzene,-5.65,1.0,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
336,m-Nitrophenol,-1.01,1.0,Oc1cccc(c1)N(=O)=O
337,ethiofencarb,-2.09,1.0,CCSCc1ccccc1OC(=O)NC 
338,p-t-Butylphenol,-2.41,1.0,CC(C)(C)c1ccc(O)cc1
339,m-Chloroiodobenzene,-3.55,1.0,Clc1cccc(I)c1
340,m-Xylene ,-2.82,1.0,Cc1cccc(C)c1
341,"1,3-Benzenediol",0.81,1.0,Oc1cccc(O)c1
342,Iodofenphos,-6.62,1.0,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl
343,4-Chlorotoluene,-3.08,1.0,Cc1ccc(Cl)cc1
344,Butamben,-3.082,1.0,CCCCOC(=O)c1ccc(N)cc1
345,Ethalfluralin,-6.124,1.0,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
346,"1,2,3,4-Tetrachlorobenzene",-4.57,1.0,Clc1ccc(Cl)c(Cl)c1Cl
347,Trichloronate,-5.752,1.0,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
348,"1,2,3,5-Tetrachlorobenzene",-4.63,1.0,Clc1cc(Cl)c(Cl)c(Cl)c1
349,o-Aminophenol,-0.72,1.0,Nc1ccccc1O
350,metalaxyl,-1.601,1.0,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C 
351,Propoxur,-2.05,1.0,CNC(=O)Oc1ccccc1OC(C)C
352,2-Chlorotoluene,-3.52,1.0,Cc1ccccc1Cl
353,Phoxim,-4.862,1.0,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
354,Fluorobenzene,-1.8,1.0,Fc1ccccc1
355,Pentamethylbenzene,-4.0,1.0,Cc1cc(C)c(C)c(C)c1C
356,Carbophenthion,-5.736,1.0,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
357,"2,4-Dinitrotoluene",-2.82,1.0,Cc1ccc(cc1N(=O)=O)N(=O)=O
358,Formetanate,-2.34,1.0,CNC(=O)Oc1cccc(N=CN(C)C)c1
359,Fenthion,-4.57,1.0,COP(=S)(OC)Oc1ccc(SC)c(C)c1
360,Phenylthiourea,-1.77,1.0,NC(=S)Nc1ccccc1
361,4-Chlorophenol ,-0.7,1.0,Oc1ccc(Cl)cc1
362,m-Methylaniline,-0.85,1.0,Cc1cccc(N)c1
363,Benzocaine,-2.616,1.0,CCOC(=O)c1ccc(N)cc1
364,"1,2,4-Trichlorobenzene",-3.59,1.0,Clc1ccc(Cl)c(Cl)c1
365,"1,2-Benzenediol",0.62,1.0,Oc1ccccc1O
366,2-Bromotoluene,-2.23,1.0,Cc1ccccc1Br
367,N-Ethylaniline,-1.7,1.0,CCNc1ccccc1
368,Monuron,-2.89,1.0,CN(C)C(=O)Nc1ccc(Cl)cc1
369,"1,2,4,5-Tetrabromobenzene",-6.98,1.0,Brc1cc(Br)c(Br)cc1Br
370,4-Chloroanisole,-2.78,1.0,COc1ccc(Cl)cc1
371,Fenitrothion,-4.04,1.0,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1
372,o-Hydroxybenzamide,-1.82,1.0,NC(=O)c1ccccc1O
373,o-Nitrotoluene,-2.33,1.0,Cc1ccccc1N(=O)=O
374,2-Ethyltoluene,-3.21,1.0,CCc1ccccc1C
375,dibutylphthalate,-4.4,1.0,CCCCOC(=O)c1ccccc1C(=O)OCCCC 
376,tetrachloroguaiacol,-4.02,1.0,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl 
377,p-Nitroanisole,-2.41,1.0,COc1ccc(cc1)N(=O)=O
378,Sulfanilamide,-1.34,1.0,Nc1ccc(cc1)S(N)(=O)=O
379,Isopropalin,-6.49,1.0,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O
380,Isofenphos,-4.194,1.0,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
381,"1,2,3-Trichlorobenzene",-4.0,1.0,Clc1cccc(Cl)c1Cl
382,"3,4-Dichloronitrobenzene",-3.2,1.0,O=N(=O)c1cc(Cl)c(Cl)cc1
383,Dulcin,-2.17,1.0,CCOc1ccc(NC(N)=O)cc1
384,Anethole,-3.13,1.0,COc1ccc(C=CC)cc1
385,Isoproturon,-3.536,1.0,CC(C)c1ccc(NC(=O)N(C)C)cc1
386,"2,4,6-Trinitrotoluene",-3.22,1.0,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
387,Bensulide,-4.2,1.0,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
388,2-Isopropyltoluene,-3.76,1.0,CC(C)c1ccccc1C
389,m-Chloroaniline,-1.37,1.0,Nc1cccc(Cl)c1
390,Fluometuron,-3.43,1.0,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F
391,3-Methylphenol,-0.68,1.0,Cc1cccc(O)c1
392,"1,4-Dinitrobenzene",-3.39,1.0,O=N(=O)c1ccc(cc1)N(=O)=O
393,Fenuron,-1.6,1.0,CN(C)C(=O)Nc1ccccc1
394,Benzylchloride,-2.39,1.0,ClCc1ccccc1
395,Chlorbromuron,-3.924,1.0,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1
396,p-Fluoroacetanilide,-1.78,1.0,CC(=O)Nc1ccc(F)cc1
397,alachlor,-3.26,1.0,CCc1cccc(CC)c1N(COC)C(=O)CCl 
398,p-Chloronitrobenzene,-2.92,1.0,Clc1ccc(cc1)N(=O)=O
