,X,y,w,ids
73,CHEMBL192943,0.56,1.0,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)NS(=O)(=O)C
74,CHEMBL1089,-0.01,1.0,NNCCc1ccccc1
75,CHEMBL14130,1.5,1.0,Oc1ccc(cc1)[N+](=O)[O-]
76,CHEMBL1778648,-0.4,1.0,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F
77,CHEMBL1778635,-0.16,1.0,OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F
78,CHEMBL1778642,-0.75,1.0,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(Cl)ccc2OCC(=O)O
79,CHEMBL898,0.59,1.0,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F
80,CHEMBL1778653,2.77,1.0,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)N)C(F)(F)F
81,CHEMBL1778633,-0.59,1.0,CN(c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C
82,CHEMBL1778627,-0.81,1.0,CN(c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C
83,CHEMBL1778623,0.67,1.0,CCN(CC)S(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
84,CHEMBL563,0.85,1.0,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2
85,CHEMBL1778647,0.62,1.0,CCS(=O)(=O)c1ccc(c2cc(Cl)ccc2OCC(=O)O)c(c1)C(F)(F)F
86,CHEMBL1778629,-0.66,1.0,CCS(=O)(=O)c1cccc(c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
87,CHEMBL1778624,0.9,1.0,OC(=O)COc1ccc(cc1c2ccc(Cl)cc2)C(F)(F)F
88,CHEMBL277522,0.58,1.0,OC(=O)CCC(=O)c1ccc(cc1)c2ccccc2
89,CHEMBL1778645,-0.65,1.0,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O
90,CHEMBL2089277,0.3,1.0,OC(=O)c1cccc(c1)c2cccc(c2)C#N
91,CHEMBL1778628,0.05,1.0,OC(=O)COc1ccc(cc1c2cccc(c2)C#N)C(F)(F)F
92,CHEMBL1778644,-0.92,1.0,CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O
93,CHEMBL1778639,-0.45,1.0,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
94,CHEMBL1777822,0.15,1.0,Cc1ccc(cc1c2cc(ccc2OCC(=O)O)C(F)(F)F)C#N
95,CHEMBL1778650,0.31,1.0,CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O
96,CHEMBL1778622,1.54,1.0,CCSc1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
97,CHEMBL1778612,-0.69,1.0,OC(=O)COc1ccc(cc1c2ccccc2)[N+](=O)[O-]
98,CHEMBL1778625,0.29,1.0,COc1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
99,CHEMBL1778636,-0.25,1.0,OC(=O)COc1ccc(Cl)cc1c2cccc(c2)C#N
100,CHEMBL1778646,-0.43,1.0,CCS(=O)(=O)c1ccc(c(Cl)c1)c2cc(Cl)ccc2OCC(=O)O
101,CHEMBL1778637,-0.52,1.0,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
102,CHEMBL1956129,2.4,1.0,C[C@@](CCc1ccc(cc1)c2ccc(Cl)cc2)(C(=O)NO)S(=O)(=O)C
103,CHEMBL437501,3.24,1.0,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N
104,CHEMBL1778621,-0.87,1.0,CS(=O)(=O)c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F
105,CHEMBL1778618,-1.08,1.0,OC(=O)COc1ccc(cc1c2ccccc2)C#N
106,CHEMBL212521,2.6,1.0,CC[C@H](N)C(=O)N[C@@H](Cc1ccc(cc1)c2ccccc2)C#N
107,CHEMBL1778634,-1.17,1.0,CN(c1ccc(c(Cl)c1)c2cc(F)ccc2OCC(=O)O)S(=O)(=O)C
108,CHEMBL1778616,0.15,1.0,OC(=O)COc1ccc(Br)cc1c2ccccc2
109,CHEMBL1778652,0.76,1.0,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2CCC(=O)O)C(F)(F)F
110,CHEMBL1778641,-0.78,1.0,CCS(=O)(=O)c1ccc(cc1)c2cc(Cl)ccc2OCC(=O)O
111,CHEMBL435582,3.5,1.0,CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)c2ccc(cc2)C#N
112,CHEMBL198114,1.84,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
113,CHEMBL370826,2.41,1.0,CCN(C1CCN(CCC(c2ccc(NC(=O)C)cc2)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
114,CHEMBL182878,2.9,1.0,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(NC(=O)C)cc4
115,CHEMBL198497,2.09,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
116,CHEMBL198758,2.76,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
117,CHEMBL369311,3.0,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
118,CHEMBL211175,2.55,1.0,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)c(F)c(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
119,CHEMBL183293,3.5,1.0,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(Cl)cc4
120,CHEMBL179877,2.4,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N
121,CHEMBL182279,3.9,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)C#N
122,CHEMBL379082,2.37,1.0,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
123,CHEMBL182731,4.0,1.0,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1
124,CHEMBL198150,1.73,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
125,CHEMBL212689,2.2,1.0,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
126,CHEMBL382435,2.71,1.0,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
127,CHEMBL211866,1.38,1.0,CCN(C1CCN(CC[C@@H](c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
128,CHEMBL370552,2.98,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
129,CHEMBL181913,2.3,1.0,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N
130,CHEMBL180155,3.1,1.0,CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1
131,CHEMBL380005,1.88,1.0,CCN(C1CCN(CC[C@@H](c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
132,CHEMBL179858,3.5,1.0,CN(C)S(=O)(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1
133,CHEMBL360106,4.1,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)[N+](=O)[O-]
134,CHEMBL179993,3.7,1.0,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N(C)C
135,CHEMBL182682,3.4,1.0,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1OC
136,CHEMBL212731,2.9,1.0,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
137,CHEMBL183709,3.3,1.0,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(O)cc4
138,CHEMBL180656,3.7,1.0,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)C#N
139,CHEMBL199147,3.21,1.0,CCN(C1CCN(CCC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
140,CHEMBL453862,2.77,1.0,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F
141,CHEMBL1164652,3.58,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2
142,CHEMBL519422,2.53,1.0,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC)n2
143,CHEMBL488084,2.39,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2
144,CHEMBL485618,2.44,1.0,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)NCCOC)n2
145,CHEMBL453629,1.96,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2
146,CHEMBL478828,3.43,1.0,COc1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1
147,CHEMBL487067,2.09,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NCCO)n2
148,CHEMBL509881,2.7,1.0,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N)ncc2F
149,CHEMBL462385,2.26,1.0,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F
150,CHEMBL515854,2.56,1.0,COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1
151,CHEMBL478407,3.62,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(F)cc3)n2
152,CHEMBL476518,3.51,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N(C)C)n2
153,CHEMBL444194,3.62,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C#N)n2
154,CHEMBL457887,1.32,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2
155,CHEMBL484738,1.6,1.0,Cc1ncc(c2ccnc(Nc3ccc(cc3)S(=O)(=O)N)n2)n1C
156,CHEMBL455651,3.31,1.0,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1F
157,CHEMBL485240,3.37,1.0,CCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1
158,CHEMBL455428,2.95,1.0,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F
159,CHEMBL508739,2.86,1.0,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N(C)C)c(C)c3)ncc2F
160,CHEMBL488085,2.45,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N(C)C)n2
161,CHEMBL454648,3.14,1.0,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F
162,CHEMBL455427,2.8,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2
163,CHEMBL453655,3.0,1.0,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1
164,CHEMBL455429,3.14,1.0,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N)c(F)c3)ncc2F
165,CHEMBL510436,2.74,1.0,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2
166,CHEMBL508129,2.69,1.0,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1
167,CHEMBL2179291,3.17,1.0,COc1ccc(Oc2cccc(CN3CCCC(C3)N4C=C(C)C(=O)NC4=O)c2)cc1
168,CHEMBL2179669,-0.38,1.0,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O
169,CHEMBL2179272,0.22,1.0,CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
170,CHEMBL2179666,-0.51,1.0,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O
171,CHEMBL2179280,1.68,1.0,CCC(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
172,CHEMBL2179668,-1.03,1.0,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)C(=O)NC1=O
173,CHEMBL2179269,-0.3,1.0,C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
174,CHEMBL2179275,0.91,1.0,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
175,CHEMBL2179289,3.38,1.0,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O
176,CHEMBL2179279,1.37,1.0,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
177,CHEMBL2179282,1.97,1.0,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3
178,CHEMBL2179270,-0.26,1.0,C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
179,CHEMBL2179281,1.69,1.0,CCCCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3
180,CHEMBL2179296,3.68,1.0,CC1=CN([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O
181,CHEMBL2179665,-0.55,1.0,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O
182,CHEMBL2179278,1.12,1.0,CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O
183,CHEMBL2179277,1.09,1.0,CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O
184,CHEMBL2179667,-0.82,1.0,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C)c4)c3)C2)C(=O)NC1=O
185,CHEMBL2179276,0.93,1.0,CC(C)C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
186,CHEMBL2179283,1.99,1.0,CCCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
187,CHEMBL2179290,3.38,1.0,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O
188,CHEMBL2179271,0.22,1.0,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
189,CHEMBL2179273,0.6,1.0,CCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
190,CHEMBL2179287,3.04,1.0,CC1=CN(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)C(=O)NC1=O
191,CHEMBL2179274,0.5,1.0,CCC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
192,CHEMBL1809229,3.2,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cc(F)cn34)N5CCN(CC5)C(=O)C
193,CHEMBL1809198,3.5,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(F)cccn34)N5CCN(CC5)C(=O)C
194,CHEMBL1809228,4.1,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccc(cn34)N(C)C)N5CCN(CC5)C(=O)C
195,CHEMBL1809200,3.5,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(OC)cccn34)N5CCN(CC5)C(=O)C
196,CHEMBL1809191,2.82,1.0,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2
197,CHEMBL1809062,3.2,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CCO)CC5
198,CHEMBL1809067,3.3,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N
199,CHEMBL1809196,3.7,1.0,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C
200,CHEMBL1809195,2.9,1.0,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
201,CHEMBL1809204,3.7,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(F)ccn34)N5CCN(CC5)C(=O)C
202,CHEMBL1809199,3.2,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(C)cccn34)N5CCN(CC5)C(=O)C
203,CHEMBL1809061,2.4,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCNCC5
204,CHEMBL1806525,2.8,1.0,COc1cc(ccc1Nc2ncc(C#N)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
205,CHEMBL1809207,3.1,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(CO)ccn34)N5CCN(CC5)C(=O)C
206,CHEMBL1809221,2.3,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(ccn34)C#N)N5CCN(CC5)C(=O)C
207,CHEMBL1809202,3.1,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(CO)cccn34)N5CCN(CC5)C(=O)C
208,CHEMBL1809222,4.2,1.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(Cl)ccn34)N5CCN(CC5)C(=O)C
209,CHEMBL1809194,3.7,1.0,COc1cc(ccc1Nc2ncc(Br)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
